transaction_id,datetime,amount,ref_code
LW24090117859,1/9/2024 12:48,278,Z003
LW24090117860,1/9/2024 12:48,250,Z003
LW24090517861,5/9/2024 18:57,89,Z003
LW24090217862,2/9/2024 13:02,305,Z008
LW24090117863,1/9/2024 12:48,434,Z001
LW24090117864,1/9/2024 12:48,366,Z003
LW24090117865,1/9/2024 12:48,112,Z007
LW24090517866,5/9/2024 18:57,293,Z001
LW24090517867,5/9/2024 18:57,194,Z007
LW24090517868,5/9/2024 18:57,11,Z007
LW24090217869,2/9/2024 13:02,103,Z003
LW24090517870,5/9/2024 18:57,191,Z003
LW24090217871,2/9/2024 13:02,378,Z008
LW24090317872,3/9/2024 16:31,415,Z001
LW24090117873,1/9/2024 12:48,195,Z001
LW24090517874,5/9/2024 18:57,391,Z007
LW24090117875,1/9/2024 12:48,151,Z007
LW24090217876,2/9/2024 13:02,331,Z007
LW24090117877,1/9/2024 12:48,299,Z003
LW24090317878,3/9/2024 16:31,278,Z007
LW24090417879,4/9/2024 09:30,61,Z008
LW24090217880,2/9/2024 13:02,402,Z001
LW24090517881,5/9/2024 18:57,315,Z007
LW24090317882,3/9/2024 16:31,263,Z003
LW24090417883,4/9/2024 09:30,202,Z001
LW24090417884,4/9/2024 09:30,98,Z008
LW24090317885,3/9/2024 16:31,24,Z008
LW24090317886,3/9/2024 16:31,375,Z008
LW24090117887,1/9/2024 12:48,24,Z008
LW24090117888,1/9/2024 12:48,448,Z003
LW24090117889,1/9/2024 12:48,235,Z003
LW24090117890,1/9/2024 12:48,98,Z008
LW24090117891,1/9/2024 12:48,211,Z008
LW24090517892,5/9/2024 18:57,382,Z008
LW24090217893,2/9/2024 13:02,362,Z008
LW24090117894,1/9/2024 12:48,108,Z008
LW24090217895,2/9/2024 13:02,119,Z003
LW24090217896,2/9/2024 13:02,94,Z007
LW24090217897,2/9/2024 13:02,91,Z003
LW24090517898,5/9/2024 18:57,80,Z001
LW24090417899,4/9/2024 09:30,474,Z001
LW24090417900,4/9/2024 09:30,91,Z008
LW24090417901,4/9/2024 09:30,257,Z003
LW24090217902,2/9/2024 13:02,119,Z001
LW24090217903,2/9/2024 13:02,438,Z001
LW24090317904,3/9/2024 16:31,446,Z007
LW24090117905,1/9/2024 12:48,293,Z001
LW24090117906,1/9/2024 12:48,320,Z001
LW24090517907,5/9/2024 18:57,180,Z001
LW24090117908,1/9/2024 12:48,218,Z008
LW24090217909,2/9/2024 13:02,476,Z008
LW24090117910,1/9/2024 12:48,427,Z003
LW24090517911,5/9/2024 18:57,35,Z001
LW24090417912,4/9/2024 09:30,130,Z001
LW24090517913,5/9/2024 18:57,236,Z001
LW24090317914,3/9/2024 16:31,15,Z003
LW24090317915,3/9/2024 16:31,221,Z001
LW24090117916,1/9/2024 12:48,423,Z003
LW24090517917,5/9/2024 18:57,444,Z003
LW24090517918,5/9/2024 18:57,449,Z007
LW24090417919,4/9/2024 09:30,248,Z003
LW24090217920,2/9/2024 13:02,234,Z007
LW24090517921,5/9/2024 18:57,100,Z001
LW24090517922,5/9/2024 18:57,266,Z007
LW24090517923,5/9/2024 18:57,425,Z003
LW24090417924,4/9/2024 09:30,368,Z007
LW24090317925,3/9/2024 16:31,171,Z007
LW24090217926,2/9/2024 13:02,126,Z008
LW24090217927,2/9/2024 13:02,250,Z007
LW24090117928,1/9/2024 12:48,252,Z001
LW24090517929,5/9/2024 18:57,257,Z008
LW24090117930,1/9/2024 12:48,488,Z001
LW24090417931,4/9/2024 09:30,312,Z007
LW24090417932,4/9/2024 09:30,217,Z001
LW24090217933,2/9/2024 13:02,18,Z007
LW24090417934,4/9/2024 09:30,309,Z001
LW24090317935,3/9/2024 16:31,224,Z001
LW24090217936,2/9/2024 13:02,191,Z007
LW24090517937,5/9/2024 18:57,458,Z007
LW24090217938,2/9/2024 13:02,376,Z008
LW24090117939,1/9/2024 12:48,92,Z008
LW24090117940,1/9/2024 12:48,444,Z008
LW24090417941,4/9/2024 09:30,333,Z008
LW24090317942,3/9/2024 16:31,398,Z001
LW24090317943,3/9/2024 16:31,116,Z008
LW24090417944,4/9/2024 09:30,399,Z003
LW24090217945,2/9/2024 13:02,478,Z008
LW24090217946,2/9/2024 13:02,45,Z003
LW24090317947,3/9/2024 16:31,69,Z001
LW24090417948,4/9/2024 09:30,439,Z007
LW24090117949,1/9/2024 12:48,332,Z008
LW24090517950,5/9/2024 18:57,256,Z007
LW24090417951,4/9/2024 09:30,259,Z007
LW24090117952,1/9/2024 12:48,190,Z003
LW24090517953,5/9/2024 18:57,149,Z003
LW24090117954,1/9/2024 12:48,112,Z008
LW24090517955,5/9/2024 18:57,232,Z001
LW24090217956,2/9/2024 13:02,368,Z001
LW24090417957,4/9/2024 09:30,274,Z001
LW24090417958,4/9/2024 09:30,292,Z001
LW24090217959,2/9/2024 13:02,236,Z003
LW24090417960,4/9/2024 09:30,430,Z007
LW24090217961,2/9/2024 13:02,302,Z008
LW24090217962,2/9/2024 13:02,311,Z003
LW24090517963,5/9/2024 18:57,196,Z007
LW24090117964,1/9/2024 12:48,309,Z008
LW24090217965,2/9/2024 13:02,468,Z001
LW24090417966,4/9/2024 09:30,218,Z008
LW24090517967,5/9/2024 18:57,262,Z001
LW24090317968,3/9/2024 16:31,472,Z003
LW24090117969,1/9/2024 12:48,85,Z007
LW24090117970,1/9/2024 12:48,415,Z003
LW24090417971,4/9/2024 09:30,138,Z008
LW24090417972,4/9/2024 09:30,470,Z003
LW24090517973,5/9/2024 18:57,275,Z001
LW24090117974,1/9/2024 12:48,362,Z003
LW24090117975,1/9/2024 12:48,440,Z008
LW24090417976,4/9/2024 09:30,158,Z008
LW24090217977,2/9/2024 13:02,317,Z003
LW24090217978,2/9/2024 13:02,295,Z007
LW24090217979,2/9/2024 13:02,298,Z008
LW24090417980,4/9/2024 09:30,251,Z003
LW24090417981,4/9/2024 09:30,282,Z001
LW24090517982,5/9/2024 18:57,496,Z001
LW24090217983,2/9/2024 13:02,490,Z001
LW24090217984,2/9/2024 13:02,47,Z003
LW24090517985,5/9/2024 18:57,227,Z001
LW24090517986,5/9/2024 18:57,85,Z008
LW24090417987,4/9/2024 09:30,257,Z007
LW24090317988,3/9/2024 16:31,319,Z003
LW24090317989,3/9/2024 16:31,274,Z008
LW24090217990,2/9/2024 13:02,411,Z003
LW24090417991,4/9/2024 09:30,151,Z007
LW24090517992,5/9/2024 18:57,256,Z007
LW24090217993,2/9/2024 13:02,418,Z007
LW24090517994,5/9/2024 18:57,289,Z007
LW24090217995,2/9/2024 13:02,344,Z003
LW24090517996,5/9/2024 18:57,453,Z007
LW24090217997,2/9/2024 13:02,92,Z003
LW24090117998,1/9/2024 12:48,83,Z003
LW24090517999,5/9/2024 18:57,95,Z001
LW24090218000,2/9/2024 13:02,57,Z008
LW24090118001,1/9/2024 12:48,186,Z003
LW24090418002,4/9/2024 09:30,167,Z007
LW24090418003,4/9/2024 09:30,243,Z001
LW24090318004,3/9/2024 16:31,60,Z007
LW24090218005,2/9/2024 13:02,108,Z001
LW24090218006,2/9/2024 13:02,215,Z008
LW24090318007,3/9/2024 16:31,269,Z008
LW24090418008,4/9/2024 09:30,484,Z001
LW24090118009,1/9/2024 12:48,219,Z001
LW24090518010,5/9/2024 18:57,209,Z007
LW24090318011,3/9/2024 16:31,107,Z003
LW24090418012,4/9/2024 09:30,269,Z001
LW24090418013,4/9/2024 09:30,33,Z008
LW24090118014,1/9/2024 12:48,321,Z001
LW24090118015,1/9/2024 12:48,214,Z001
LW24090118016,1/9/2024 12:48,170,Z001
LW24090118017,1/9/2024 12:48,53,Z007
LW24090518018,5/9/2024 18:57,20,Z003
LW24090318019,3/9/2024 16:31,389,Z003
LW24090518020,5/9/2024 18:57,119,Z007
LW24090318021,3/9/2024 16:31,350,Z007
LW24090118022,1/9/2024 12:48,109,Z003
LW24090418023,4/9/2024 09:30,33,Z008
LW24090518024,5/9/2024 18:57,366,Z001
LW24090518025,5/9/2024 18:57,453,Z008
LW24090218026,2/9/2024 13:02,319,Z007
LW24090518027,5/9/2024 18:57,424,Z003
LW24090218028,2/9/2024 13:02,195,Z007
LW24090118029,1/9/2024 12:48,72,Z003
LW24090118030,1/9/2024 12:48,369,Z008
LW24090518031,5/9/2024 18:57,144,Z001
LW24090218032,2/9/2024 13:02,171,Z003
LW24090118033,1/9/2024 12:48,330,Z008
LW24090418034,4/9/2024 09:30,500,Z001
LW24090518035,5/9/2024 18:57,369,Z003
LW24090418036,4/9/2024 09:30,451,Z003
LW24090518037,5/9/2024 18:57,217,Z007
LW24090218038,2/9/2024 13:02,70,Z007
LW24090218039,2/9/2024 13:02,447,Z008
LW24090118040,1/9/2024 12:48,322,Z003
LW24090218041,2/9/2024 13:02,282,Z003
LW24090118042,1/9/2024 12:48,251,Z003
LW24090318043,3/9/2024 16:31,396,Z008
LW24090218044,2/9/2024 13:02,295,Z008
LW24090418045,4/9/2024 09:30,334,Z008
LW24090318046,3/9/2024 16:31,312,Z003
LW24090518047,5/9/2024 18:57,30,Z001
LW24090118048,1/9/2024 12:48,184,Z008
LW24090118049,1/9/2024 12:48,295,Z003
LW24090118050,1/9/2024 12:48,463,Z007
LW24090118051,1/9/2024 12:48,236,Z008
LW24090118052,1/9/2024 12:48,280,Z003
LW24090418053,4/9/2024 09:30,37,Z003
LW24090518054,5/9/2024 18:57,297,Z003
LW24090518055,5/9/2024 18:57,224,Z003
LW24090518056,5/9/2024 18:57,144,Z001
LW24090118057,1/9/2024 12:48,387,Z008
LW24090518058,5/9/2024 18:57,363,Z007
LW24090318059,3/9/2024 16:31,374,Z008
LW24090518060,5/9/2024 18:57,344,Z008
LW24090318061,3/9/2024 16:31,459,Z001
LW24090518062,5/9/2024 18:57,404,Z001
LW24090218063,2/9/2024 13:02,71,Z007
LW24090218064,2/9/2024 13:02,34,Z007
LW24090518065,5/9/2024 18:57,308,Z001
LW24090318066,3/9/2024 16:31,153,Z007
LW24090218067,2/9/2024 13:02,87,Z008
LW24090118068,1/9/2024 12:48,287,Z008
LW24090218069,2/9/2024 13:02,293,Z008
LW24090218070,2/9/2024 13:02,95,Z007
LW24090218071,2/9/2024 13:02,486,Z003
LW24090318072,3/9/2024 16:31,428,Z003
LW24090318073,3/9/2024 16:31,232,Z003
LW24090318074,3/9/2024 16:31,108,Z007
LW24090518075,5/9/2024 18:57,433,Z001
LW24090518076,5/9/2024 18:57,312,Z001
LW24090118077,1/9/2024 12:48,111,Z003
LW24090518078,5/9/2024 18:57,130,Z007
LW24090418079,4/9/2024 09:30,97,Z008
LW24090118080,1/9/2024 12:48,99,Z007
LW24090118081,1/9/2024 12:48,94,Z001
LW24090318082,3/9/2024 16:31,474,Z003
LW24090518083,5/9/2024 18:57,304,Z008
LW24090218084,2/9/2024 13:02,271,Z008
LW24090418085,4/9/2024 09:30,239,Z001
LW24090518086,5/9/2024 18:57,496,Z003
LW24090218087,2/9/2024 13:02,254,Z008
LW24090218088,2/9/2024 13:02,213,Z008
LW24090318089,3/9/2024 16:31,149,Z001
LW24090318090,3/9/2024 16:31,94,Z003
LW24090218091,2/9/2024 13:02,274,Z008
LW24090318092,3/9/2024 16:31,245,Z003
LW24090318093,3/9/2024 16:31,255,Z007
LW24090218094,2/9/2024 13:02,50,Z007
LW24090318095,3/9/2024 16:31,419,Z007
LW24090518096,5/9/2024 18:57,16,Z001
LW24090518097,5/9/2024 18:57,111,Z008
LW24090318098,3/9/2024 16:31,86,Z008
LW24090518099,5/9/2024 18:57,367,Z003
LW24090118100,1/9/2024 12:48,205,Z007
LW24090418101,4/9/2024 09:30,104,Z007
LW24090118102,1/9/2024 12:48,193,Z001
LW24090218103,2/9/2024 13:02,288,Z003
LW24090418104,4/9/2024 09:30,30,Z001
LW24090218105,2/9/2024 13:02,179,Z008
LW24090218106,2/9/2024 13:02,378,Z003
LW24090318107,3/9/2024 16:31,121,Z008
LW24090518108,5/9/2024 18:57,491,Z007
LW24090418109,4/9/2024 09:30,238,Z007
LW24090218110,2/9/2024 13:02,224,Z003
LW24090118111,1/9/2024 12:48,173,Z001
LW24090418112,4/9/2024 09:30,52,Z003
LW24090418113,4/9/2024 09:30,463,Z001
LW24090518114,5/9/2024 18:57,158,Z008
LW24090518115,5/9/2024 18:57,31,Z001
LW24090318116,3/9/2024 16:31,319,Z008
LW24090518117,5/9/2024 18:57,340,Z008
LW24090218118,2/9/2024 13:02,314,Z007
LW24090318119,3/9/2024 16:31,245,Z003
LW24090218120,2/9/2024 13:02,195,Z007
LW24090318121,3/9/2024 16:31,75,Z007
LW24090518122,5/9/2024 18:57,30,Z003
LW24090318123,3/9/2024 16:31,204,Z008
LW24090418124,4/9/2024 09:30,199,Z008
LW24090118125,1/9/2024 12:48,499,Z003
LW24090218126,2/9/2024 13:02,262,Z001
LW24090318127,3/9/2024 16:31,347,Z008
LW24090518128,5/9/2024 18:57,304,Z001
LW24090318129,3/9/2024 16:31,226,Z008
LW24090218130,2/9/2024 13:02,115,Z003
LW24090418131,4/9/2024 09:30,13,Z007
LW24090518132,5/9/2024 18:57,277,Z001
LW24090118133,1/9/2024 12:48,275,Z008
LW24090118134,1/9/2024 12:48,76,Z001
LW24090318135,3/9/2024 16:31,411,Z007
LW24090318136,3/9/2024 16:31,367,Z008
LW24090418137,4/9/2024 09:30,416,Z001
LW24090418138,4/9/2024 09:30,268,Z008
LW24090218139,2/9/2024 13:02,353,Z008
LW24090118140,1/9/2024 12:48,434,Z008
LW24090118141,1/9/2024 12:48,72,Z008
LW24090518142,5/9/2024 18:57,116,Z007
LW24090218143,2/9/2024 13:02,452,Z007
LW24090118144,1/9/2024 12:48,164,Z007
LW24090518145,5/9/2024 18:57,356,Z003
LW24090118146,1/9/2024 12:48,460,Z008
LW24090418147,4/9/2024 09:30,93,Z003
LW24090518148,5/9/2024 18:57,346,Z003
LW24090418149,4/9/2024 09:30,421,Z007
LW24090118150,1/9/2024 12:48,44,Z007
LW24090118151,1/9/2024 12:48,482,Z007
LW24090318152,3/9/2024 16:31,63,Z008
LW24090218153,2/9/2024 13:02,147,Z001
LW24090318154,3/9/2024 16:31,260,Z008
LW24090518155,5/9/2024 18:57,416,Z003
LW24090118156,1/9/2024 12:48,443,Z008
LW24090118157,1/9/2024 12:48,241,Z007
LW24090318158,3/9/2024 16:31,295,Z003
LW24090118159,1/9/2024 12:48,22,Z007
LW24090218160,2/9/2024 13:02,325,Z001
LW24090218161,2/9/2024 13:02,288,Z003
LW24090418162,4/9/2024 09:30,473,Z008
LW24090218163,2/9/2024 13:02,132,Z007
LW24090218164,2/9/2024 13:02,226,Z007
LW24090518165,5/9/2024 18:57,21,Z003
LW24090318166,3/9/2024 16:31,301,Z003
LW24090118167,1/9/2024 12:48,423,Z003
LW24090318168,3/9/2024 16:31,335,Z007
LW24090418169,4/9/2024 09:30,153,Z003
LW24090218170,2/9/2024 13:02,209,Z007
LW24090418171,4/9/2024 09:30,130,Z007
LW24090218172,2/9/2024 13:02,365,Z008
LW24090518173,5/9/2024 18:57,413,Z008
LW24090418174,4/9/2024 09:30,456,Z001
LW24090218175,2/9/2024 13:02,11,Z008
LW24090518176,5/9/2024 18:57,299,Z007
LW24090218177,2/9/2024 13:02,45,Z008
LW24090118178,1/9/2024 12:48,157,Z008
LW24090118179,1/9/2024 12:48,220,Z003
LW24090118180,1/9/2024 12:48,361,Z001
LW24090518181,5/9/2024 18:57,167,Z008
LW24090218182,2/9/2024 13:02,215,Z008
LW24090118183,1/9/2024 12:48,88,Z008
LW24090218184,2/9/2024 13:02,381,Z007
LW24090418185,4/9/2024 09:30,184,Z007
LW24090318186,3/9/2024 16:31,219,Z008
LW24090418187,4/9/2024 09:30,101,Z001
LW24090218188,2/9/2024 13:02,125,Z007
LW24090518189,5/9/2024 18:57,459,Z007
LW24090218190,2/9/2024 13:02,70,Z008
LW24090318191,3/9/2024 16:31,202,Z007
LW24090318192,3/9/2024 16:31,297,Z001
LW24090418193,4/9/2024 09:30,159,Z001
LW24090418194,4/9/2024 09:30,183,Z007
LW24090118195,1/9/2024 12:48,309,Z003
LW24090118196,1/9/2024 12:48,69,Z003
LW24090518197,5/9/2024 18:57,443,Z008
LW24090218198,2/9/2024 13:02,35,Z001
LW24090418199,4/9/2024 09:30,94,Z008
LW24090118200,1/9/2024 12:48,364,Z003
LW24090518201,5/9/2024 18:57,82,Z001
LW24090518202,5/9/2024 18:57,323,Z003
LW24090518203,5/9/2024 18:57,256,Z001
LW24090218204,2/9/2024 13:02,484,Z008
LW24090518205,5/9/2024 18:57,496,Z008
LW24090118206,1/9/2024 12:48,222,Z001
LW24090318208,3/9/2024 16:31,194,Z007
LW24090218209,2/9/2024 13:02,233,Z003
LW24090518210,5/9/2024 18:57,459,Z007
LW24090118211,1/9/2024 12:48,307,Z007
LW24090418212,4/9/2024 09:30,196,Z008
LW24090518213,5/9/2024 18:57,416,Z008
LW24090518214,5/9/2024 18:57,141,Z007
LW24090418215,4/9/2024 09:30,422,Z008
LW24090518216,5/9/2024 18:57,118,Z007
LW24090418217,4/9/2024 09:30,342,Z008
LW24090218218,2/9/2024 13:02,97,Z001
LW24090118219,1/9/2024 12:48,50,Z003
LW24090418220,4/9/2024 09:30,419,Z001
LW24090218221,2/9/2024 13:02,30,Z003
LW24090218222,2/9/2024 13:02,455,Z007
LW24090118223,1/9/2024 12:48,111,Z001
LW24090518224,5/9/2024 18:57,74,Z007
LW24090318225,3/9/2024 16:31,468,Z003
LW24090418226,4/9/2024 09:30,226,Z001
LW24090118227,1/9/2024 12:48,26,Z001
LW24090418228,4/9/2024 09:30,287,Z003
LW24090118229,1/9/2024 12:48,268,Z008
LW24090418230,4/9/2024 09:30,227,Z003
LW24090118231,1/9/2024 12:48,49,Z008
LW24090418232,4/9/2024 09:30,165,Z001
LW24090518233,5/9/2024 18:57,481,Z003
LW24090118234,1/9/2024 12:48,61,Z007
LW24090418235,4/9/2024 09:30,392,Z003
LW24090118236,1/9/2024 12:48,273,Z003
LW24090118237,1/9/2024 12:48,188,Z001
LW24090318238,3/9/2024 16:31,104,Z007
LW24090118239,1/9/2024 12:48,427,Z008
LW24090418240,4/9/2024 09:30,378,Z003
LW24090418241,4/9/2024 09:30,482,Z003
LW24090418242,4/9/2024 09:30,478,Z001
LW24090518243,5/9/2024 18:57,359,Z007
LW24090418244,4/9/2024 09:30,236,Z003
LW24090118245,1/9/2024 12:48,161,Z008
LW24090118246,1/9/2024 12:48,17,Z007
LW24090218247,2/9/2024 13:02,359,Z008
LW24090418248,4/9/2024 09:30,490,Z001
LW24090118249,1/9/2024 12:48,383,Z007
LW24090118250,1/9/2024 12:48,232,Z008
LW24090518251,5/9/2024 18:57,41,Z007
LW24090418252,4/9/2024 09:30,175,Z001
LW24090118253,1/9/2024 12:48,292,Z003
LW24090418254,4/9/2024 09:30,342,Z007
LW24090518255,5/9/2024 18:57,156,Z008
LW24090318256,3/9/2024 16:31,448,Z008
LW24090518257,5/9/2024 18:57,125,Z001
LW24090118258,1/9/2024 12:48,56,Z007
LW24090418259,4/9/2024 09:30,181,Z001
LW24090318260,3/9/2024 16:31,355,Z007
LW24090218261,2/9/2024 13:02,496,Z003
LW24090218262,2/9/2024 13:02,48,Z001
LW24090218263,2/9/2024 13:02,352,Z007
LW24090318264,3/9/2024 16:31,318,Z007
LW24090518265,5/9/2024 18:57,456,Z001
LW24090118266,1/9/2024 12:48,407,Z003
LW24090518267,5/9/2024 18:57,76,Z001
LW24090118268,1/9/2024 12:48,105,Z001
LW24090118269,1/9/2024 12:48,358,Z008
LW24090118270,1/9/2024 12:48,230,Z001
LW24090318271,3/9/2024 16:31,17,Z003
LW24090118272,1/9/2024 12:48,39,Z001
LW24090118273,1/9/2024 12:48,133,Z003
LW24090418274,4/9/2024 09:30,59,Z003
LW24090418275,4/9/2024 09:30,92,Z007
LW24090418276,4/9/2024 09:30,138,Z007
LW24090418277,4/9/2024 09:30,425,Z007
LW24090418278,4/9/2024 09:30,91,Z003
LW24090518279,5/9/2024 18:57,52,Z008
LW24090318280,3/9/2024 16:31,396,Z001
LW24090318281,3/9/2024 16:31,443,Z003
LW24090218282,2/9/2024 13:02,344,Z003
LW24090318283,3/9/2024 16:31,399,Z003
LW24090318284,3/9/2024 16:31,312,Z001
LW24090518285,5/9/2024 18:57,119,Z008
LW24090218286,2/9/2024 13:02,298,Z008
LW24090318287,3/9/2024 16:31,32,Z008
LW24090518288,5/9/2024 18:57,364,Z003
LW24090218289,2/9/2024 13:02,231,Z007
LW24090418290,4/9/2024 09:30,72,Z001
LW24090318291,3/9/2024 16:31,466,Z008
LW24090118292,1/9/2024 12:48,285,Z001
LW24090118293,1/9/2024 12:48,143,Z001
LW24090218294,2/9/2024 13:02,489,Z001
LW24090218295,2/9/2024 13:02,486,Z001
LW24090118296,1/9/2024 12:48,47,Z007
LW24090118297,1/9/2024 12:48,198,Z003
LW24090318298,3/9/2024 16:31,151,Z003
LW24090118299,1/9/2024 12:48,376,Z003
LW24090418300,4/9/2024 09:30,307,Z008
LW24090318301,3/9/2024 16:31,159,Z003
LW24090318302,3/9/2024 16:31,493,Z003
LW24090418303,4/9/2024 09:30,255,Z001
LW24090318304,3/9/2024 16:31,401,Z007
LW24090218305,2/9/2024 13:02,386,Z008
LW24090118306,1/9/2024 12:48,116,Z007
LW24090518307,5/9/2024 18:57,19,Z007
LW24090218308,2/9/2024 13:02,99,Z001
LW24090218309,2/9/2024 13:02,244,Z003
LW24090518310,5/9/2024 18:57,119,Z007
LW24090118311,1/9/2024 12:48,411,Z007
LW24090518312,5/9/2024 18:57,192,Z007
LW24090418313,4/9/2024 09:30,341,Z008
LW24090218314,2/9/2024 13:02,137,Z001
LW24090418315,4/9/2024 09:30,441,Z003
LW24090518316,5/9/2024 18:57,454,Z001
LW24090318317,3/9/2024 16:31,429,Z003
LW24090418318,4/9/2024 09:30,415,Z008
LW24090418319,4/9/2024 09:30,455,Z007
LW24090118320,1/9/2024 12:48,364,Z001
LW24090518321,5/9/2024 18:57,412,Z007
LW24090118322,1/9/2024 12:48,438,Z007
LW24090318323,3/9/2024 16:31,48,Z008
LW24090418324,4/9/2024 09:30,83,Z008
LW24090118325,1/9/2024 12:48,48,Z003
LW24090218326,2/9/2024 13:02,107,Z007
LW24090218327,2/9/2024 13:02,434,Z007
LW24090118328,1/9/2024 12:48,186,Z003
LW24090318329,3/9/2024 16:31,98,Z003
LW24090318330,3/9/2024 16:31,475,Z007
LW24090518331,5/9/2024 18:57,475,Z008
LW24090518332,5/9/2024 18:57,42,Z003
LW24090318333,3/9/2024 16:31,356,Z007
LW24090218334,2/9/2024 13:02,256,Z007
LW24090218335,2/9/2024 13:02,43,Z008
LW24090218336,2/9/2024 13:02,246,Z001
LW24090418337,4/9/2024 09:30,432,Z001
LW24090318338,3/9/2024 16:31,223,Z001
LW24090318339,3/9/2024 16:31,382,Z008
LW24090118340,1/9/2024 12:48,93,Z001
LW24090518341,5/9/2024 18:57,190,Z008
LW24090518342,5/9/2024 18:57,314,Z007
LW24090218343,2/9/2024 13:02,488,Z003
LW24090118344,1/9/2024 12:48,76,Z008
LW24090518345,5/9/2024 18:57,50,Z007
LW24090418346,4/9/2024 09:30,255,Z003
LW24090218347,2/9/2024 13:02,35,Z003
LW24090218348,2/9/2024 13:02,298,Z008
LW24090218349,2/9/2024 13:02,301,Z007
LW24090418350,4/9/2024 09:30,332,Z008
LW24090518351,5/9/2024 18:57,465,Z003
LW24090418352,4/9/2024 09:30,61,Z008
LW24090518353,5/9/2024 18:57,137,Z007
LW24090518354,5/9/2024 18:57,459,Z007
LW24090418355,4/9/2024 09:30,87,Z001
LW24090218356,2/9/2024 13:02,465,Z008
LW24090218357,2/9/2024 13:02,452,Z003
LW24090318358,3/9/2024 16:31,12,Z003
LW24090418359,4/9/2024 09:30,104,Z007
LW24090118360,1/9/2024 12:48,33,Z008
LW24090218361,2/9/2024 13:02,337,Z003
LW24090218362,2/9/2024 13:02,339,Z003
LW24090118363,1/9/2024 12:48,42,Z001
LW24090118364,1/9/2024 12:48,256,Z003
LW24090218365,2/9/2024 13:02,442,Z007
LW24090418366,4/9/2024 09:30,352,Z001
LW24090418367,4/9/2024 09:30,385,Z003
LW24090518368,5/9/2024 18:57,203,Z003
LW24090318369,3/9/2024 16:31,27,Z001
LW24090418370,4/9/2024 09:30,481,Z007
LW24090418371,4/9/2024 09:30,463,Z003
LW24090418372,4/9/2024 09:30,280,Z001
LW24090218373,2/9/2024 13:02,171,Z001
LW24090118374,1/9/2024 12:48,487,Z003
LW24090118375,1/9/2024 12:48,326,Z007
LW24090318376,3/9/2024 16:31,315,Z007
LW24090418377,4/9/2024 09:30,242,Z007
LW24090218378,2/9/2024 13:02,121,Z008
LW24090418379,4/9/2024 09:30,478,Z008
LW24090418380,4/9/2024 09:30,405,Z003
LW24090218381,2/9/2024 13:02,474,Z008
LW24090418382,4/9/2024 09:30,206,Z001
LW24090318383,3/9/2024 16:31,314,Z007
LW24090418384,4/9/2024 09:30,70,Z001
LW24090518385,5/9/2024 18:57,192,Z008
LW24090218386,2/9/2024 13:02,322,Z003
LW24090518387,5/9/2024 18:57,25,Z003
LW24090518388,5/9/2024 18:57,409,Z008
LW24090118389,1/9/2024 12:48,357,Z008
LW24090418390,4/9/2024 09:30,70,Z001
LW24090418391,4/9/2024 09:30,454,Z007
LW24090518392,5/9/2024 18:57,233,Z001
LW24090418393,4/9/2024 09:30,482,Z007
LW24090318394,3/9/2024 16:31,290,Z008
LW24090518395,5/9/2024 18:57,321,Z008
LW24090118396,1/9/2024 12:48,491,Z001
LW24090418397,4/9/2024 09:30,376,Z007
LW24090518398,5/9/2024 18:57,288,Z007
LW24090118399,1/9/2024 12:48,127,Z001
LW24090118400,1/9/2024 12:48,133,Z008
LW24090418401,4/9/2024 09:30,422,Z003
LW24090218402,2/9/2024 13:02,440,Z008
LW24090118403,1/9/2024 12:48,443,Z003
LW24090118404,1/9/2024 12:48,339,Z001
LW24090418405,4/9/2024 09:30,259,Z003
LW24090118406,1/9/2024 12:48,53,Z001
LW24090518407,5/9/2024 18:57,24,Z003
LW24090218408,2/9/2024 13:02,257,Z001
LW24090518409,5/9/2024 18:57,73,Z008
LW24090218410,2/9/2024 13:02,364,Z003
LW24090218411,2/9/2024 13:02,324,Z007
LW24090318412,3/9/2024 16:31,473,Z008
LW24090418413,4/9/2024 09:30,159,Z008
LW24090418414,4/9/2024 09:30,359,Z003
LW24090418415,4/9/2024 09:30,126,Z007
LW24090418416,4/9/2024 09:30,65,Z008
LW24090318417,3/9/2024 16:31,188,Z008
LW24090318418,3/9/2024 16:31,221,Z001
LW24090518419,5/9/2024 18:57,207,Z007
LW24090318420,3/9/2024 16:31,207,Z003
LW24090118421,1/9/2024 12:48,27,Z008
LW24090218422,2/9/2024 13:02,322,Z007
LW24090118423,1/9/2024 12:48,133,Z003
LW24090218424,2/9/2024 13:02,50,Z008
LW24090418425,4/9/2024 09:30,96,Z007
LW24090418426,4/9/2024 09:30,96,Z001
LW24090418427,4/9/2024 09:30,270,Z007
LW24090218428,2/9/2024 13:02,132,Z008
LW24090118429,1/9/2024 12:48,365,Z003
LW24090118430,1/9/2024 12:48,18,Z001
LW24090218431,2/9/2024 13:02,24,Z003
LW24090318432,3/9/2024 16:31,62,Z007
LW24090518433,5/9/2024 18:57,237,Z001
LW24090318434,3/9/2024 16:31,409,Z008
LW24090118435,1/9/2024 12:48,90,Z001
LW24090218436,2/9/2024 13:02,448,Z007
LW24090218437,2/9/2024 13:02,425,Z001
LW24090318438,3/9/2024 16:31,254,Z001
LW24090118439,1/9/2024 12:48,474,Z003
LW24090318440,3/9/2024 16:31,265,Z007
LW24090318441,3/9/2024 16:31,344,Z003
